1,ZA01A,内科用药,解表剂,辛温解表剂,甲,1,九味羌活丸（颗粒）,,
2,ZA01A,内科用药,解表剂,辛温解表剂,甲,2,正柴胡饮颗粒,,
3,ZA01A,内科用药,解表剂,辛温解表剂,乙,3,感冒疏风丸（片、胶囊、颗粒）,,
4,ZA01A,内科用药,解表剂,辛温解表剂,乙,4,葛根汤片（颗粒、合剂）,,
5,ZA01A,内科用药,解表剂,辛温解表剂,乙,5,桂枝颗粒,,△
6,ZA01A,内科用药,解表剂,辛温解表剂,乙,6,荆防颗粒（合剂）,,△
7,ZA01A,内科用药,解表剂,辛温解表剂,乙,★（1）,九味羌活片（口服液）,,
8,ZA01A,内科用药,解表剂,辛温解表剂,乙,7,麻黄止嗽丸（胶囊）,,
9,ZA01A,内科用药,解表剂,辛温解表剂,乙,8,小儿清热感冒片,,
10,ZA01A,内科用药,解表剂,辛温解表剂,乙,9,小儿至宝丸,,
11,ZA01A,内科用药,解表剂,辛温解表剂,乙,★（2）,正柴胡饮胶囊（合剂）,,
12,ZA01B,内科用药,解表剂,辛凉解表剂,甲,10,柴胡注射液,,
13,ZA01B,内科用药,解表剂,辛凉解表剂,甲,11,感冒清片（胶囊）,,
14,ZA01B,内科用药,解表剂,辛凉解表剂,甲,12,感冒清热颗粒,,
15,ZA01B,内科用药,解表剂,辛凉解表剂,甲,13,疏风解毒胶囊,,
16,ZA01B,内科用药,解表剂,辛凉解表剂,甲,14,双黄连片（胶囊、颗粒、合剂）,,
17,ZA01B,内科用药,解表剂,辛凉解表剂,甲,15,银翘解毒丸（片、胶囊、颗粒）,,
18,ZA01B,内科用药,解表剂,辛凉解表剂,乙,★（10）,柴胡口服液（滴丸）,,
19,ZA01B,内科用药,解表剂,辛凉解表剂,乙,16,柴黄片（胶囊、颗粒）,,△
20,ZA01B,内科用药,解表剂,辛凉解表剂,乙,17,柴银颗粒（口服液）,,
21,ZA01B,内科用药,解表剂,辛凉解表剂,乙,18,儿感退热宁颗粒（口服液）,,
22,ZA01B,内科用药,解表剂,辛凉解表剂,乙,19,复方感冒灵片（胶囊、颗粒）,,△
23,ZA01B,内科用药,解表剂,辛凉解表剂,乙,20,复方芩兰口服液,,
24,ZA01B,内科用药,解表剂,辛凉解表剂,乙,21,感咳双清胶囊,,
25,ZA01B,内科用药,解表剂,辛凉解表剂,乙,★（12）,感冒清热片（胶囊）,,△
26,ZA01B,内科用药,解表剂,辛凉解表剂,乙,22,牛黄清感胶囊,,
27,ZA01B,内科用药,解表剂,辛凉解表剂,乙,23,芩香清解口服液,,△
28,ZA01B,内科用药,解表剂,辛凉解表剂,乙,24,桑菊感冒丸（片、颗粒）,,△
29,ZA01B,内科用药,解表剂,辛凉解表剂,乙,★（14）,双黄连口服液,,△
30,ZA01B,内科用药,解表剂,辛凉解表剂,乙,★（14）,"双黄连注射液
注射用双黄连(冻干)",,限二级及以上医疗机构重症患者
31,ZA01B,内科用药,解表剂,辛凉解表剂,乙,25,维C银翘片（胶囊、颗粒）,,△
32,ZA01B,内科用药,解表剂,辛凉解表剂,乙,26,五粒回春丸,,
33,ZA01B,内科用药,解表剂,辛凉解表剂,乙,27,小儿百寿丸,,
34,ZA01B,内科用药,解表剂,辛凉解表剂,乙,28,小儿宝泰康颗粒,,
35,ZA01B,内科用药,解表剂,辛凉解表剂,乙,29,小儿感冒舒颗粒,,
36,ZA01B,内科用药,解表剂,辛凉解表剂,乙,30,小儿热速清颗粒（口服液、糖浆）,,
37,ZA01B,内科用药,解表剂,辛凉解表剂,乙,31,芎菊上清丸（片、颗粒）,,△
38,ZA01B,内科用药,解表剂,辛凉解表剂,乙,★（15）,银翘解毒液（合剂、软胶囊）,,△
39,ZA01B,内科用药,解表剂,辛凉解表剂,乙,32,重感灵片（胶囊）,,
40,ZA01B,内科用药,解表剂,辛凉解表剂,乙,33,小儿解感颗粒,,
41,ZA01B,内科用药,解表剂,辛凉解表剂,乙,34,小儿解表口服液,,
42,ZA01B,内科用药,解表剂,辛凉解表剂,乙,35,金羚感冒片,,
43,ZA01B,内科用药,解表剂,辛凉解表剂,乙,36,复方西羚解毒片,,
44,ZA01B,内科用药,解表剂,辛凉解表剂,乙,37,鸢都感冒颗粒,,
45,ZA01B,内科用药,解表剂,辛凉解表剂,乙,38,感冒灵颗粒,,
46,ZA01B,内科用药,解表剂,辛凉解表剂,乙,39,小儿感冒颗粒,,
47,ZA01B,内科用药,解表剂,辛凉解表剂,乙,40,苦甘颗粒,,
48,ZA01C,内科用药,解表剂,表里双解剂,甲,41,防风通圣丸（颗粒）,,
49,ZA01C,内科用药,解表剂,表里双解剂,甲,42,小柴胡丸（片、胶囊、颗粒）,,△
50,ZA01C,内科用药,解表剂,表里双解剂,乙,43,柴石退热颗粒,,
51,ZA01C,内科用药,解表剂,表里双解剂,乙,44,九味双解口服液,,△
52,ZA01C,内科用药,解表剂,表里双解剂,乙,45,小柴胡汤丸,,
53,ZA01C,内科用药,解表剂,表里双解剂,乙,46,小儿柴桂退热颗粒（口服液）,,
54,ZA01C,内科用药,解表剂,表里双解剂,乙,47,小儿豉翘清热颗粒,,
55,ZA01C,内科用药,解表剂,表里双解剂,乙,48,小儿双清颗粒,,
56,ZA01C,内科用药,解表剂,表里双解剂,乙,49,玉枢散,,
57,ZA01D,内科用药,解表剂,扶正解表剂,甲,50,玉屏风颗粒,,
58,ZA01D,内科用药,解表剂,扶正解表剂,乙,51,表虚感冒颗粒,,
59,ZA01D,内科用药,解表剂,扶正解表剂,乙,52,参苏丸（片、胶囊）,,△
60,ZA01D,内科用药,解表剂,扶正解表剂,乙,★（50）,玉屏风胶囊,,△
61,ZA01D,内科用药,解表剂,扶正解表剂,乙,53,屏风生脉胶囊,,
62,ZA02A,内科用药,祛暑剂,解表祛暑剂,甲,54,保济丸,,
63,ZA02A,内科用药,祛暑剂,解表祛暑剂,甲,55,藿香正气水（丸）,,
64,ZA02A,内科用药,祛暑剂,解表祛暑剂,乙,★（54）,保济口服液,,
65,ZA02A,内科用药,祛暑剂,解表祛暑剂,乙,56,复方香薷水,,△
66,ZA02A,内科用药,祛暑剂,解表祛暑剂,乙,★（55）,藿香正气片（胶囊、颗粒、口服液、软胶囊）,,△
67,ZA02B,内科用药,祛暑剂,清热祛暑剂,甲,57,十滴水,,
68,ZA02B,内科用药,祛暑剂,清热祛暑剂,乙,58,甘露消毒丸,,
69,ZA02C,内科用药,祛暑剂,健胃祛暑剂,乙,59,避瘟散,,
70,ZA02C,内科用药,祛暑剂,健胃祛暑剂,乙,60,六合定中丸,,△
71,ZA02C,内科用药,祛暑剂,健胃祛暑剂,乙,61,紫金锭（散）,,
72,ZA03A,内科用药,泻下剂,泻火通便剂,甲,62,三黄片（胶囊）,,
73,ZA03A,内科用药,泻下剂,泻火通便剂,乙,63,大黄通便片（胶囊、颗粒）,,
74,ZA03A,内科用药,泻下剂,泻火通便剂,乙,64,降脂通便胶囊,,△
75,ZA03A,内科用药,泻下剂,泻火通便剂,乙,★（62）,三黄膏（丸）,,△
76,ZA03A,内科用药,泻下剂,泻火通便剂,乙,65,通便灵胶囊,,△
77,ZA03A,内科用药,泻下剂,泻火通便剂,乙,66,通便宁片,,
